audio_id,filename,path,class_label,duration,sampling_rate,channels,recording_environment,recording_device,source_distance,is_original,dataset_split
animal_sound_0167,animal_sound_0167.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\animal_sound\animal_sound_0167.wav,animal_sound,3.0,16000,1,,,,1,train
alarm_siren_0119,alarm_siren_0119.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\alarm_siren\alarm_siren_0119.wav,alarm_siren,3.0,16000,1,,,,1,train
panic_scream_0269,panic_scream_0269.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\panic_scream\panic_scream_0269.wav,panic_scream,3.0,16000,1,,,,1,train
vehicle_horn_0232,vehicle_horn_0232.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\vehicle_horn\vehicle_horn_0232.wav,vehicle_horn,3.0,16000,1,,,,1,train
gunshot_0016,gunshot_0016.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\gunshot\gunshot_0016.wav,gunshot,3.0,16000,1,,,,1,train
background_noise_0122,background_noise_0122.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\background_noise\background_noise_0122.wav,background_noise,3.0,16000,1,,,,1,train
vehicle_horn_0166,vehicle_horn_0166.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\vehicle_horn\vehicle_horn_0166.wav,vehicle_horn,3.0,16000,1,,,,1,train
panic_scream_0173,panic_scream_0173.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\panic_scream\panic_scream_0173.wav,panic_scream,3.0,16000,1,,,,1,train
alarm_siren_0232,alarm_siren_0232.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\alarm_siren\alarm_siren_0232.wav,alarm_siren,3.0,16000,1,,,,1,train
panic_scream_0159,panic_scream_0159.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\panic_scream\panic_scream_0159.wav,panic_scream,3.0,16000,1,,,,1,train
animal_sound_0047,animal_sound_0047.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\animal_sound\animal_sound_0047.wav,animal_sound,3.0,16000,1,,,,1,train
gunshot_0197,gunshot_0197.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\gunshot\gunshot_0197.wav,gunshot,3.0,16000,1,,,,1,train
glass_breaking_0223,glass_breaking_0223.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\glass_breaking\glass_breaking_0223.wav,glass_breaking,3.0,16000,1,,,,1,train
background_noise_0297,background_noise_0297.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\background_noise\background_noise_0297.wav,background_noise,3.0,16000,1,,,,1,train
vehicle_horn_0134,vehicle_horn_0134.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\vehicle_horn\vehicle_horn_0134.wav,vehicle_horn,3.0,16000,1,,,,1,train
alarm_siren_0288,alarm_siren_0288.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\alarm_siren\alarm_siren_0288.wav,alarm_siren,3.0,16000,1,,,,1,train
animal_sound_0134,animal_sound_0134.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\animal_sound\animal_sound_0134.wav,animal_sound,3.0,16000,1,,,,1,train
gunshot_0292,gunshot_0292.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\gunshot\gunshot_0292.wav,gunshot,3.0,16000,1,,,,1,train
panic_scream_0154,panic_scream_0154.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\panic_scream\panic_scream_0154.wav,panic_scream,3.0,16000,1,,,,1,train
glass_breaking_0032,glass_breaking_0032.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\glass_breaking\glass_breaking_0032.wav,glass_breaking,3.0,16000,1,,,,1,train
machinery_fault_0122,machinery_fault_0122.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\machinery_fault\machinery_fault_0122.wav,machinery_fault,3.0,16000,1,,,,1,train
glass_breaking_0113,glass_breaking_0113.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\glass_breaking\glass_breaking_0113.wav,glass_breaking,3.0,16000,1,,,,1,train
glass_breaking_0035,glass_breaking_0035.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\glass_breaking\glass_breaking_0035.wav,glass_breaking,3.0,16000,1,,,,1,train
background_noise_0051,background_noise_0051.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\background_noise\background_noise_0051.wav,background_noise,3.0,16000,1,,,,1,train
vehicle_horn_0149,vehicle_horn_0149.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\vehicle_horn\vehicle_horn_0149.wav,vehicle_horn,3.0,16000,1,,,,1,train
aggression_0004,aggression_0004.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\aggression\aggression_0004.wav,aggression,3.0,16000,1,,,,1,train
aggression_0208,aggression_0208.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\aggression\aggression_0208.wav,aggression,3.0,16000,1,,,,1,train
machinery_fault_0061,machinery_fault_0061.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\machinery_fault\machinery_fault_0061.wav,machinery_fault,3.0,16000,1,,,,1,train
alarm_siren_0128,alarm_siren_0128.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\alarm_siren\alarm_siren_0128.wav,alarm_siren,3.0,16000,1,,,,1,train
panic_scream_0233,panic_scream_0233.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\panic_scream\panic_scream_0233.wav,panic_scream,3.0,16000,1,,,,1,train
machinery_fault_0255,machinery_fault_0255.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\machinery_fault\machinery_fault_0255.wav,machinery_fault,3.0,16000,1,,,,1,train
panic_scream_0292,panic_scream_0292.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\panic_scream\panic_scream_0292.wav,panic_scream,3.0,16000,1,,,,1,train
alarm_siren_0140,alarm_siren_0140.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\alarm_siren\alarm_siren_0140.wav,alarm_siren,3.0,16000,1,,,,1,train
glass_breaking_0039,glass_breaking_0039.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\glass_breaking\glass_breaking_0039.wav,glass_breaking,3.0,16000,1,,,,1,train
alarm_siren_0142,alarm_siren_0142.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\alarm_siren\alarm_siren_0142.wav,alarm_siren,3.0,16000,1,,,,1,train
panic_scream_0009,panic_scream_0009.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\panic_scream\panic_scream_0009.wav,panic_scream,3.0,16000,1,,,,1,train
machinery_fault_0235,machinery_fault_0235.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\machinery_fault\machinery_fault_0235.wav,machinery_fault,3.0,16000,1,,,,1,train
animal_sound_0290,animal_sound_0290.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\animal_sound\animal_sound_0290.wav,animal_sound,3.0,16000,1,,,,1,train
aggression_0255,aggression_0255.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\aggression\aggression_0255.wav,aggression,3.0,16000,1,,,,1,train
background_noise_0241,background_noise_0241.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\background_noise\background_noise_0241.wav,background_noise,3.0,16000,1,,,,1,train
gunshot_0182,gunshot_0182.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\gunshot\gunshot_0182.wav,gunshot,3.0,16000,1,,,,1,train
animal_sound_0291,animal_sound_0291.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\animal_sound\animal_sound_0291.wav,animal_sound,3.0,16000,1,,,,1,train
aggression_0107,aggression_0107.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\aggression\aggression_0107.wav,aggression,3.0,16000,1,,,,1,train
machinery_fault_0177,machinery_fault_0177.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\machinery_fault\machinery_fault_0177.wav,machinery_fault,3.0,16000,1,,,,1,train
machinery_fault_0105,machinery_fault_0105.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\machinery_fault\machinery_fault_0105.wav,machinery_fault,3.0,16000,1,,,,1,train
gunshot_0201,gunshot_0201.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\gunshot\gunshot_0201.wav,gunshot,3.0,16000,1,,,,1,train
vehicle_horn_0066,vehicle_horn_0066.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\vehicle_horn\vehicle_horn_0066.wav,vehicle_horn,3.0,16000,1,,,,1,train
glass_breaking_0222,glass_breaking_0222.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\glass_breaking\glass_breaking_0222.wav,glass_breaking,3.0,16000,1,,,,1,train
panic_scream_0147,panic_scream_0147.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\panic_scream\panic_scream_0147.wav,panic_scream,3.0,16000,1,,,,1,train
animal_sound_0057,animal_sound_0057.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\animal_sound\animal_sound_0057.wav,animal_sound,3.0,16000,1,,,,1,train
vehicle_horn_0088,vehicle_horn_0088.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\vehicle_horn\vehicle_horn_0088.wav,vehicle_horn,3.0,16000,1,,,,1,train
glass_breaking_0186,glass_breaking_0186.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\glass_breaking\glass_breaking_0186.wav,glass_breaking,3.0,16000,1,,,,1,train
gunshot_0128,gunshot_0128.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\gunshot\gunshot_0128.wav,gunshot,3.0,16000,1,,,,1,train
animal_sound_0089,animal_sound_0089.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\animal_sound\animal_sound_0089.wav,animal_sound,3.0,16000,1,,,,1,train
animal_sound_0258,animal_sound_0258.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\animal_sound\animal_sound_0258.wav,animal_sound,3.0,16000,1,,,,1,train
gunshot_0050,gunshot_0050.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\gunshot\gunshot_0050.wav,gunshot,3.0,16000,1,,,,1,train
machinery_fault_0094,machinery_fault_0094.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\machinery_fault\machinery_fault_0094.wav,machinery_fault,3.0,16000,1,,,,1,train
gunshot_0198,gunshot_0198.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\gunshot\gunshot_0198.wav,gunshot,3.0,16000,1,,,,1,train
glass_breaking_0107,glass_breaking_0107.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\glass_breaking\glass_breaking_0107.wav,glass_breaking,3.0,16000,1,,,,1,train
vehicle_horn_0016,vehicle_horn_0016.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\vehicle_horn\vehicle_horn_0016.wav,vehicle_horn,3.0,16000,1,,,,1,train
vehicle_horn_0167,vehicle_horn_0167.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\vehicle_horn\vehicle_horn_0167.wav,vehicle_horn,3.0,16000,1,,,,1,train
alarm_siren_0168,alarm_siren_0168.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\alarm_siren\alarm_siren_0168.wav,alarm_siren,3.0,16000,1,,,,1,train
glass_breaking_0296,glass_breaking_0296.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\glass_breaking\glass_breaking_0296.wav,glass_breaking,3.0,16000,1,,,,1,train
glass_breaking_0076,glass_breaking_0076.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\glass_breaking\glass_breaking_0076.wav,glass_breaking,3.0,16000,1,,,,1,train
alarm_siren_0197,alarm_siren_0197.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\alarm_siren\alarm_siren_0197.wav,alarm_siren,3.0,16000,1,,,,1,train
alarm_siren_0191,alarm_siren_0191.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\alarm_siren\alarm_siren_0191.wav,alarm_siren,3.0,16000,1,,,,1,train
vehicle_horn_0198,vehicle_horn_0198.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\vehicle_horn\vehicle_horn_0198.wav,vehicle_horn,3.0,16000,1,,,,1,train
vehicle_horn_0158,vehicle_horn_0158.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\vehicle_horn\vehicle_horn_0158.wav,vehicle_horn,3.0,16000,1,,,,1,train
machinery_fault_0133,machinery_fault_0133.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\machinery_fault\machinery_fault_0133.wav,machinery_fault,3.0,16000,1,,,,1,train
glass_breaking_0269,glass_breaking_0269.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\glass_breaking\glass_breaking_0269.wav,glass_breaking,3.0,16000,1,,,,1,train
machinery_fault_0288,machinery_fault_0288.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\machinery_fault\machinery_fault_0288.wav,machinery_fault,3.0,16000,1,,,,1,train
vehicle_horn_0155,vehicle_horn_0155.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\vehicle_horn\vehicle_horn_0155.wav,vehicle_horn,3.0,16000,1,,,,1,train
panic_scream_0176,panic_scream_0176.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\panic_scream\panic_scream_0176.wav,panic_scream,3.0,16000,1,,,,1,train
animal_sound_0056,animal_sound_0056.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\animal_sound\animal_sound_0056.wav,animal_sound,3.0,16000,1,,,,1,train
animal_sound_0016,animal_sound_0016.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\animal_sound\animal_sound_0016.wav,animal_sound,3.0,16000,1,,,,1,train
aggression_0019,aggression_0019.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\aggression\aggression_0019.wav,aggression,3.0,16000,1,,,,1,train
gunshot_0172,gunshot_0172.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\gunshot\gunshot_0172.wav,gunshot,3.0,16000,1,,,,1,train
panic_scream_0199,panic_scream_0199.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\panic_scream\panic_scream_0199.wav,panic_scream,3.0,16000,1,,,,1,train
background_noise_0129,background_noise_0129.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\background_noise\background_noise_0129.wav,background_noise,3.0,16000,1,,,,1,train
vehicle_horn_0047,vehicle_horn_0047.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\vehicle_horn\vehicle_horn_0047.wav,vehicle_horn,3.0,16000,1,,,,1,train
alarm_siren_0024,alarm_siren_0024.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\alarm_siren\alarm_siren_0024.wav,alarm_siren,3.0,16000,1,,,,1,train
aggression_0092,aggression_0092.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\aggression\aggression_0092.wav,aggression,3.0,16000,1,,,,1,train
machinery_fault_0076,machinery_fault_0076.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\machinery_fault\machinery_fault_0076.wav,machinery_fault,3.0,16000,1,,,,1,train
background_noise_0272,background_noise_0272.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\background_noise\background_noise_0272.wav,background_noise,3.0,16000,1,,,,1,train
glass_breaking_0119,glass_breaking_0119.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\glass_breaking\glass_breaking_0119.wav,glass_breaking,3.0,16000,1,,,,1,train
vehicle_horn_0040,vehicle_horn_0040.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\vehicle_horn\vehicle_horn_0040.wav,vehicle_horn,3.0,16000,1,,,,1,train
vehicle_horn_0042,vehicle_horn_0042.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\vehicle_horn\vehicle_horn_0042.wav,vehicle_horn,3.0,16000,1,,,,1,train
panic_scream_0075,panic_scream_0075.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\panic_scream\panic_scream_0075.wav,panic_scream,3.0,16000,1,,,,1,train
animal_sound_0007,animal_sound_0007.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\animal_sound\animal_sound_0007.wav,animal_sound,3.0,16000,1,,,,1,train
aggression_0170,aggression_0170.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\aggression\aggression_0170.wav,aggression,3.0,16000,1,,,,1,train
glass_breaking_0118,glass_breaking_0118.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\glass_breaking\glass_breaking_0118.wav,glass_breaking,3.0,16000,1,,,,1,train
panic_scream_0037,panic_scream_0037.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\panic_scream\panic_scream_0037.wav,panic_scream,3.0,16000,1,,,,1,train
background_noise_0066,background_noise_0066.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\background_noise\background_noise_0066.wav,background_noise,3.0,16000,1,,,,1,train
glass_breaking_0210,glass_breaking_0210.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\glass_breaking\glass_breaking_0210.wav,glass_breaking,3.0,16000,1,,,,1,train
alarm_siren_0048,alarm_siren_0048.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\alarm_siren\alarm_siren_0048.wav,alarm_siren,3.0,16000,1,,,,1,train
background_noise_0156,background_noise_0156.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\background_noise\background_noise_0156.wav,background_noise,3.0,16000,1,,,,1,train
background_noise_0100,background_noise_0100.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\background_noise\background_noise_0100.wav,background_noise,3.0,16000,1,,,,1,train
background_noise_0163,background_noise_0163.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\background_noise\background_noise_0163.wav,background_noise,3.0,16000,1,,,,1,train
animal_sound_0242,animal_sound_0242.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\animal_sound\animal_sound_0242.wav,animal_sound,3.0,16000,1,,,,1,train
animal_sound_0190,animal_sound_0190.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\animal_sound\animal_sound_0190.wav,animal_sound,3.0,16000,1,,,,1,train
background_noise_0218,background_noise_0218.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\background_noise\background_noise_0218.wav,background_noise,3.0,16000,1,,,,1,train
gunshot_0228,gunshot_0228.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\gunshot\gunshot_0228.wav,gunshot,3.0,16000,1,,,,1,train
panic_scream_0198,panic_scream_0198.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\panic_scream\panic_scream_0198.wav,panic_scream,3.0,16000,1,,,,1,train
aggression_0238,aggression_0238.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\aggression\aggression_0238.wav,aggression,3.0,16000,1,,,,1,train
background_noise_0293,background_noise_0293.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\background_noise\background_noise_0293.wav,background_noise,3.0,16000,1,,,,1,train
alarm_siren_0031,alarm_siren_0031.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\alarm_siren\alarm_siren_0031.wav,alarm_siren,3.0,16000,1,,,,1,train
machinery_fault_0090,machinery_fault_0090.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\machinery_fault\machinery_fault_0090.wav,machinery_fault,3.0,16000,1,,,,1,train
alarm_siren_0123,alarm_siren_0123.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\alarm_siren\alarm_siren_0123.wav,alarm_siren,3.0,16000,1,,,,1,train
vehicle_horn_0227,vehicle_horn_0227.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\vehicle_horn\vehicle_horn_0227.wav,vehicle_horn,3.0,16000,1,,,,1,train
alarm_siren_0177,alarm_siren_0177.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\alarm_siren\alarm_siren_0177.wav,alarm_siren,3.0,16000,1,,,,1,train
background_noise_0097,background_noise_0097.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\background_noise\background_noise_0097.wav,background_noise,3.0,16000,1,,,,1,train
machinery_fault_0117,machinery_fault_0117.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\machinery_fault\machinery_fault_0117.wav,machinery_fault,3.0,16000,1,,,,1,train
machinery_fault_0132,machinery_fault_0132.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\machinery_fault\machinery_fault_0132.wav,machinery_fault,3.0,16000,1,,,,1,train
animal_sound_0216,animal_sound_0216.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\animal_sound\animal_sound_0216.wav,animal_sound,3.0,16000,1,,,,1,train
gunshot_0150,gunshot_0150.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\gunshot\gunshot_0150.wav,gunshot,3.0,16000,1,,,,1,train
panic_scream_0206,panic_scream_0206.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\panic_scream\panic_scream_0206.wav,panic_scream,3.0,16000,1,,,,1,train
alarm_siren_0071,alarm_siren_0071.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\alarm_siren\alarm_siren_0071.wav,alarm_siren,3.0,16000,1,,,,1,train
vehicle_horn_0185,vehicle_horn_0185.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\vehicle_horn\vehicle_horn_0185.wav,vehicle_horn,3.0,16000,1,,,,1,train
animal_sound_0181,animal_sound_0181.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\animal_sound\animal_sound_0181.wav,animal_sound,3.0,16000,1,,,,1,train
machinery_fault_0052,machinery_fault_0052.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\machinery_fault\machinery_fault_0052.wav,machinery_fault,3.0,16000,1,,,,1,train
gunshot_0180,gunshot_0180.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\gunshot\gunshot_0180.wav,gunshot,3.0,16000,1,,,,1,train
vehicle_horn_0256,vehicle_horn_0256.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\vehicle_horn\vehicle_horn_0256.wav,vehicle_horn,3.0,16000,1,,,,1,train
animal_sound_0022,animal_sound_0022.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\animal_sound\animal_sound_0022.wav,animal_sound,3.0,16000,1,,,,1,train
vehicle_horn_0106,vehicle_horn_0106.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\vehicle_horn\vehicle_horn_0106.wav,vehicle_horn,3.0,16000,1,,,,1,train
machinery_fault_0015,machinery_fault_0015.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\machinery_fault\machinery_fault_0015.wav,machinery_fault,3.0,16000,1,,,,1,train
background_noise_0035,background_noise_0035.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\background_noise\background_noise_0035.wav,background_noise,3.0,16000,1,,,,1,train
background_noise_0064,background_noise_0064.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\background_noise\background_noise_0064.wav,background_noise,3.0,16000,1,,,,1,train
panic_scream_0264,panic_scream_0264.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\panic_scream\panic_scream_0264.wav,panic_scream,3.0,16000,1,,,,1,train
vehicle_horn_0021,vehicle_horn_0021.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\vehicle_horn\vehicle_horn_0021.wav,vehicle_horn,3.0,16000,1,,,,1,train
glass_breaking_0126,glass_breaking_0126.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\glass_breaking\glass_breaking_0126.wav,glass_breaking,3.0,16000,1,,,,1,train
gunshot_0169,gunshot_0169.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\gunshot\gunshot_0169.wav,gunshot,3.0,16000,1,,,,1,train
glass_breaking_0252,glass_breaking_0252.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\glass_breaking\glass_breaking_0252.wav,glass_breaking,3.0,16000,1,,,,1,train
gunshot_0232,gunshot_0232.wav,C:\Users\Afzal Compters\Desktop\Sonic-sentinal-AI\audio_dataset\originals\gunshot\gunshot_0232.wav,gunshot,3.0,16000,1,,,,1,train
